playerID,assetID,sessionStart,sessionEnd
100474,5442,7/14/20 2:23,7/14/20 2:49
100474,5640,7/14/20 2:50,7/14/20 3:45
100474,5639,7/14/20 3:45,7/14/20 4:48
102284,5878,7/13/20 19:57,7/13/20 20:11
102284,6017,7/13/20 20:12,7/13/20 20:28
102284,5930,7/13/20 20:29,7/13/20 20:33
102284,5971,7/13/20 20:35,7/13/20 20:47
102284,6023,7/13/20 20:49,7/13/20 20:53
102284,6050,7/13/20 20:54,7/13/20 21:09
102284,6051,7/13/20 21:25,7/13/20 21:29
102284,5856,7/13/20 21:34,7/13/20 21:35
102284,6011,7/13/20 21:35,7/13/20 21:38
102284,6047,7/13/20 21:38,7/13/20 21:43
102284,6002,7/13/20 21:45,7/13/20 22:13
10229,5990,7/13/20 16:54,7/13/20 18:12
10229,5931,7/13/20 18:14,7/13/20 18:19
10229,5991,7/13/20 18:21,7/13/20 20:14
10230,6014,7/13/20 16:55,7/13/20 16:57
10230,5979,7/13/20 16:58,7/13/20 17:00
10230,5989,7/13/20 17:00,7/13/20 17:13
10230,5930,7/13/20 17:17,7/13/20 17:19
10230,6032,7/13/20 17:42,7/13/20 17:48
10230,5644,7/13/20 17:48,7/13/20 17:51
10230,5903,7/13/20 17:51,7/13/20 17:52
10230,5642,7/13/20 17:53,7/13/20 18:06
10230,5902,7/13/20 18:05,7/13/20 18:10
10230,5992,7/13/20 18:22,7/13/20 20:14
102788,6030,7/13/20 20:40,7/13/20 21:09
102788,6024,7/13/20 20:51,7/13/20 20:58
105865,6032,7/13/20 20:51,7/13/20 20:55
105865,5642,7/13/20 20:55,7/13/20 21:06
105865,5821,7/13/20 21:06,7/13/20 21:09
10632,6009,7/13/20 21:09,7/13/20 21:13
10632,5852,7/13/20 21:14,7/13/20 21:18
10632,5847,7/13/20 21:19,7/13/20 21:23
10632,6010,7/13/20 21:23,7/13/20 22:57
10634,6010,7/13/20 21:02,7/13/20 22:46
10634,6008,7/13/20 23:23,7/13/20 23:43
10634,5855,7/14/20 0:06,7/14/20 1:03
10634,5856,7/14/20 0:22,7/14/20 0:51
10634,5857,7/14/20 0:25,7/14/20 0:43
10732,6039,7/13/20 19:01,7/13/20 19:04
10732,5990,7/13/20 19:05,7/13/20 19:11
10732,6042,7/13/20 19:14,7/13/20 19:18
10732,5117,7/13/20 19:22,7/13/20 19:32
108208,5439,7/13/20 19:04,7/13/20 19:10
108314,3825,7/14/20 0:25,7/14/20 0:32
108333,5987,7/13/20 19:56,7/13/20 19:58
108333,5644,7/13/20 19:58,7/13/20 20:04
108333,5772,7/13/20 20:05,7/13/20 23:02
108333,6008,7/13/20 20:08,7/13/20 20:09
108333,6009,7/13/20 20:10,7/13/20 21:06
108333,5587,7/13/20 21:09,7/13/20 22:46
108333,5848,7/13/20 21:31,7/13/20 21:44
108333,6040,7/13/20 22:10,7/13/20 22:19
108333,3837,7/13/20 22:21,7/13/20 22:31
108333,5385,7/13/20 22:31,7/13/20 22:34
108333,4900,7/13/20 22:47,7/13/20 22:49
108333,5868,7/13/20 23:02,7/13/20 23:05
1086,5441,7/13/20 14:13,7/13/20 14:17
1086,5849,7/13/20 14:17,7/13/20 15:15
109965,3532,7/13/20 19:30,7/13/20 19:35
109965,5117,7/13/20 19:36,7/13/20 19:38
109965,5638,7/13/20 19:39,7/13/20 20:28
109965,6028,7/13/20 20:31,7/13/20 20:34
109965,4880,7/13/20 20:34,7/13/20 20:50
110779,5878,7/13/20 17:31,7/13/20 17:50
110779,5930,7/13/20 17:54,7/13/20 18:03
110779,6017,7/13/20 18:04,7/13/20 18:12
110779,5879,7/13/20 18:22,7/13/20 19:20
110779,5909,7/13/20 19:37,7/13/20 19:38
111270,5879,7/13/20 17:30,7/13/20 17:43
111412,5867,7/13/20 18:56,7/13/20 19:27
111702,5902,7/14/20 0:02,7/14/20 0:04
111702,5642,7/14/20 0:04,7/14/20 2:03
111702,5979,7/14/20 0:17,7/14/20 0:35
111702,5903,7/14/20 0:37,7/14/20 0:40
111702,5442,7/14/20 0:41,7/14/20 0:45
111702,5885,7/14/20 0:49,7/14/20 1:00
111702,5817,7/14/20 1:01,7/14/20 1:08
111702,5746,7/14/20 1:08,7/14/20 1:22
111702,6056,7/14/20 1:23,7/14/20 1:36
111702,5749,7/14/20 1:36,7/14/20 1:40
111702,5638,7/14/20 1:41,7/14/20 1:43
112161,3828,7/13/20 19:38,7/13/20 19:42
112161,3825,7/13/20 19:42,7/13/20 19:46
112161,5123,7/13/20 19:48,7/13/20 19:53
112161,9034,7/13/20 19:55,7/13/20 19:56
112161,3235,7/13/20 19:56,7/13/20 20:00
112161,5439,7/13/20 20:02,7/13/20 20:27
112161,5692,7/13/20 20:30,7/13/20 20:51
112284,3185,7/13/20 19:31,7/13/20 19:37
11245,4696,7/13/20 19:15,7/13/20 19:46
11245,4694,7/13/20 19:17,7/13/20 19:18
11245,4693,7/13/20 19:18,7/13/20 19:21
11245,4695,7/13/20 19:21,7/13/20 19:22
11245,5480,7/13/20 19:47,7/13/20 19:56
113135,5989,7/13/20 19:12,7/13/20 20:01
114732,9109,7/13/20 20:35,7/13/20 22:08
114732,9034,7/13/20 21:43,7/13/20 21:50
114761,6046,7/13/20 15:08,7/13/20 15:14
114761,9000,7/13/20 15:15,7/13/20 15:18
114761,3235,7/13/20 15:18,7/13/20 15:23
114761,5442,7/13/20 15:24,7/13/20 15:28
114949,5594,7/13/20 18:10,7/13/20 20:13
115874,3534,7/13/20 15:39,7/13/20 16:09
115874,3829,7/13/20 16:26,7/13/20 20:00
115874,3837,7/13/20 18:16,7/13/20 18:27
115874,3828,7/13/20 18:55,7/13/20 19:09
117265,3514,7/13/20 20:01,7/13/20 21:42
118150,5969,7/13/20 19:25,7/13/20 19:29
118150,4336,7/13/20 19:30,7/13/20 20:01
118150,6017,7/13/20 19:39,7/13/20 19:50
118150,5886,7/13/20 19:51,7/13/20 19:54
118150,6022,7/13/20 19:54,7/13/20 19:56
118150,4605,7/13/20 20:18,7/13/20 20:26
118150,6035,7/13/20 20:29,7/13/20 20:33
118150,6048,7/13/20 20:33,7/13/20 20:40
1182,3991,7/13/20 19:41,7/13/20 20:11
1182,5906,7/13/20 19:42,7/13/20 20:06
1182,6029,7/13/20 19:54,7/13/20 21:19
1182,5587,7/13/20 20:11,7/13/20 20:22
1182,5983,7/13/20 20:23,7/13/20 20:44
1182,5981,7/13/20 20:45,7/13/20 20:57
1182,3235,7/13/20 20:57,7/13/20 21:00
1185,5855,7/13/20 19:27,7/13/20 19:36
1185,5906,7/13/20 19:37,7/13/20 20:10
1185,5183,7/13/20 20:17,7/13/20 20:26
1185,5182,7/13/20 20:42,7/13/20 21:13
119023,5919,7/14/20 0:44,7/14/20 1:00
119023,5962,7/14/20 1:01,7/14/20 1:09
119023,5380,7/14/20 1:09,7/14/20 1:21
119023,6022,7/14/20 1:21,7/14/20 1:29
119023,5887,7/14/20 1:29,7/14/20 1:51
119023,5888,7/14/20 1:53,7/14/20 1:58
119023,5990,7/14/20 2:00,7/14/20 3:22
119023,5989,7/14/20 3:23,7/14/20 3:30
119023,4693,7/14/20 3:37,7/14/20 3:41
119023,5996,7/14/20 3:42,7/14/20 3:46
119023,5995,7/14/20 3:47,7/14/20 3:50
119023,4523,7/14/20 3:51,7/14/20 3:52
119023,6046,7/14/20 3:53,7/14/20 3:55
119023,5749,7/14/20 4:02,7/14/20 4:05
119023,6028,7/14/20 4:05,7/14/20 4:09
120532,5416,7/14/20 2:24,7/14/20 2:46
120532,5418,7/14/20 2:48,7/14/20 2:56
120532,5910,7/14/20 2:56,7/14/20 3:39
120532,5848,7/14/20 3:22,7/14/20 3:26
120532,5909,7/14/20 3:41,7/14/20 3:42
121672,6032,7/13/20 16:13,7/13/20 16:15
125777,5712,7/14/20 0:57,7/14/20 1:03
125777,5549,7/14/20 1:04,7/14/20 1:09
125777,5920,7/14/20 1:10,7/14/20 1:14
125777,5903,7/14/20 1:15,7/14/20 1:18
125777,5966,7/14/20 1:18,7/14/20 1:26
128098,6024,7/13/20 20:43,7/13/20 20:48
128098,6030,7/13/20 20:50,7/13/20 21:02
128098,4880,7/13/20 21:03,7/13/20 21:10
128578,4957,7/14/20 0:42,7/14/20 0:48
128578,4956,7/14/20 0:52,7/14/20 0:53
133196,6042,7/13/20 22:25,7/13/20 23:32
133196,5544,7/13/20 22:36,7/13/20 22:38
133196,6023,7/13/20 22:39,7/13/20 22:54
133196,5615,7/13/20 22:56,7/13/20 23:03
133196,6056,7/13/20 23:07,7/13/20 23:13
133196,5835,7/13/20 23:35,7/13/20 23:36
133196,5890,7/13/20 23:40,7/13/20 23:45
13663,5910,7/13/20 17:03,7/13/20 22:57
13663,5443,7/13/20 17:15,7/13/20 17:36
13663,5418,7/13/20 17:41,7/13/20 23:22
13663,5550,7/13/20 17:54,7/13/20 17:55
13663,5549,7/13/20 17:55,7/13/20 23:14
13663,5854,7/13/20 19:06,7/13/20 19:11
13663,5849,7/13/20 19:12,7/13/20 19:13
13663,5848,7/13/20 19:15,7/13/20 19:17
13663,5639,7/13/20 19:17,7/13/20 19:22
13663,6030,7/13/20 19:23,7/13/20 20:19
13663,5907,7/13/20 19:30,7/13/20 19:43
13663,5908,7/13/20 19:43,7/13/20 19:53
13663,5548,7/13/20 19:46,7/13/20 21:35
13663,5909,7/13/20 19:57,7/13/20 22:48
13663,4957,7/13/20 20:27,7/13/20 20:30
13663,5444,7/13/20 20:36,7/13/20 20:40
13663,5416,7/13/20 20:41,7/13/20 21:34
13663,5693,7/13/20 22:57,7/13/20 23:11
13663,5417,7/13/20 23:15,7/13/20 23:20
144058,6048,7/14/20 2:25,7/14/20 2:28
144058,5549,7/14/20 2:28,7/14/20 3:27
144058,5550,7/14/20 3:01,7/14/20 3:04
144058,6033,7/14/20 3:41,7/14/20 3:45
144752,5601,7/13/20 19:33,7/13/20 20:14
144958,6010,7/13/20 15:35,7/13/20 15:38
144958,6048,7/13/20 15:38,7/13/20 15:48
144958,5836,7/13/20 15:49,7/13/20 15:51
144958,5839,7/13/20 15:52,7/13/20 15:58
144958,5460,7/13/20 15:59,7/13/20 16:02
144958,5461,7/13/20 16:03,7/13/20 16:05
144958,5587,7/13/20 16:08,7/13/20 16:08
144958,5589,7/13/20 16:09,7/13/20 16:11
144958,5693,7/13/20 16:14,7/13/20 16:32
144958,3553,7/13/20 16:33,7/13/20 16:52
144958,5087,7/13/20 16:52,7/13/20 17:11
144958,5392,7/13/20 17:11,7/13/20 17:25
144958,6020,7/13/20 17:25,7/13/20 17:41
144958,5894,7/13/20 17:41,7/13/20 17:51
15052,5590,7/13/20 16:22,7/13/20 16:29
15052,5386,7/13/20 21:13,7/13/20 21:21
15052,5087,7/13/20 21:22,7/13/20 21:57
15052,3553,7/13/20 21:25,7/13/20 22:08
15052,5385,7/13/20 21:58,7/13/20 22:05
153595,6004,7/13/20 18:17,7/13/20 18:18
153595,6001,7/13/20 18:19,7/13/20 18:25
153595,5893,7/13/20 18:26,7/13/20 18:33
153595,5894,7/13/20 18:33,7/13/20 18:55
153595,6003,7/13/20 18:55,7/13/20 19:02
153595,6002,7/13/20 19:03,7/13/20 19:04
153595,5381,7/13/20 19:11,7/13/20 19:13
153595,6032,7/13/20 19:14,7/13/20 19:18
153595,5642,7/13/20 19:18,7/13/20 19:24
153621,3837,7/14/20 2:13,7/14/20 2:28
153621,3825,7/14/20 3:05,7/14/20 3:23
159273,5981,7/13/20 21:27,7/13/20 21:31
159273,3991,7/13/20 21:32,7/13/20 23:08
16180,5823,7/13/20 23:03,7/14/20 2:48
16180,5904,7/14/20 0:43,7/14/20 1:05
16180,5693,7/14/20 1:06,7/14/20 1:47
16180,5638,7/14/20 1:11,7/14/20 1:32
16180,5639,7/14/20 1:48,7/14/20 1:49
16180,4900,7/14/20 1:51,7/14/20 1:59
16180,5852,7/14/20 2:51,7/14/20 2:58
16180,5821,7/14/20 3:00,7/14/20 3:05
164086,5989,7/14/20 0:07,7/14/20 0:31
164086,5990,7/14/20 0:32,7/14/20 0:33
164086,5992,7/14/20 0:33,7/14/20 1:26
165669,4275,7/13/20 22:24,7/13/20 22:29
165669,5549,7/13/20 22:33,7/13/20 22:40
165669,6025,7/13/20 22:45,7/13/20 22:47
165669,5616,7/13/20 22:56,7/13/20 22:59
165669,5392,7/13/20 23:12,7/13/20 23:17
167254,5481,7/13/20 14:08,7/13/20 15:30
16769,4524,7/13/20 20:13,7/13/20 20:43
16769,5856,7/13/20 20:35,7/13/20 20:35
168898,6043,7/13/20 22:42,7/13/20 22:45
168915,3185,7/14/20 3:06,7/14/20 3:12
16959,5641,7/14/20 0:01,7/14/20 2:04
16959,5440,7/14/20 1:39,7/14/20 1:42
170629,3227,7/14/20 2:22,7/14/20 2:24
170629,3226,7/14/20 2:25,7/14/20 4:48
171425,5693,7/14/20 3:17,7/14/20 3:28
171427,5906,7/14/20 3:34,7/14/20 4:47
176407,9109,7/13/20 15:20,7/13/20 15:22
179925,6046,7/13/20 16:38,7/13/20 16:54
179925,9000,7/13/20 16:56,7/13/20 16:57
180530,6021,7/13/20 22:43,7/13/20 23:43
180530,5894,7/13/20 23:44,7/13/20 23:52
180530,5893,7/13/20 23:53,7/14/20 0:08
180530,5930,7/14/20 0:08,7/14/20 0:21
180530,5642,7/14/20 0:21,7/14/20 0:29
181928,6030,7/13/20 21:38,7/13/20 21:40
181928,9000,7/13/20 21:47,7/13/20 21:51
181928,3185,7/13/20 21:52,7/13/20 21:54
183824,5642,7/14/20 0:30,7/14/20 0:32
183824,6014,7/14/20 0:33,7/14/20 0:41
183824,5979,7/14/20 0:45,7/14/20 0:53
183824,5903,7/14/20 0:53,7/14/20 1:02
183824,5838,7/14/20 1:03,7/14/20 1:12
183824,6004,7/14/20 1:13,7/14/20 1:16
183824,5892,7/14/20 1:16,7/14/20 1:51
183824,5855,7/14/20 1:52,7/14/20 2:04
183934,5548,7/13/20 22:20,7/13/20 22:21
183934,5549,7/13/20 22:21,7/13/20 22:26
183934,5854,7/13/20 22:28,7/13/20 22:33
183934,5417,7/13/20 22:33,7/13/20 22:38
184126,5968,7/13/20 23:07,7/14/20 0:02
184126,5969,7/13/20 23:40,7/13/20 23:58
184126,5902,7/14/20 0:58,7/14/20 1:09
184127,5967,7/13/20 23:16,7/13/20 23:25
185856,5642,7/13/20 14:38,7/13/20 14:39
185856,5839,7/13/20 14:39,7/13/20 14:41
185856,5902,7/13/20 14:42,7/13/20 14:42
185856,6032,7/13/20 14:42,7/13/20 14:44
185856,5821,7/13/20 14:44,7/13/20 17:25
185856,5644,7/13/20 14:45,7/13/20 17:22
185856,5903,7/13/20 14:46,7/13/20 17:21
185856,5871,7/13/20 14:47,7/13/20 14:48
185856,5873,7/13/20 14:49,7/13/20 14:49
185856,6014,7/13/20 14:50,7/13/20 14:50
185856,6016,7/13/20 14:50,7/13/20 14:51
185856,5979,7/13/20 14:51,7/13/20 14:52
185856,5382,7/13/20 14:52,7/13/20 14:53
185856,5888,7/13/20 14:53,7/13/20 14:54
185856,5887,7/13/20 14:54,7/13/20 14:54
185856,5886,7/13/20 14:55,7/13/20 14:55
185856,5889,7/13/20 14:56,7/13/20 14:57
185856,5885,7/13/20 14:59,7/13/20 15:00
185856,5480,7/13/20 15:00,7/13/20 15:01
185856,5183,7/13/20 15:08,7/13/20 15:09
185856,5182,7/13/20 15:09,7/13/20 15:09
185856,5639,7/13/20 15:10,7/13/20 15:14
185856,5482,7/13/20 15:23,7/13/20 15:23
185856,5478,7/13/20 15:23,7/13/20 15:24
185856,4442,7/13/20 15:25,7/13/20 15:28
185856,4275,7/13/20 15:28,7/13/20 15:29
185856,4274,7/13/20 15:29,7/13/20 15:29
185856,5385,7/13/20 15:29,7/13/20 15:30
185856,5386,7/13/20 15:31,7/13/20 15:31
185856,5849,7/13/20 15:31,7/13/20 15:32
185856,5441,7/13/20 15:32,7/13/20 15:33
185856,5442,7/13/20 15:32,7/13/20 15:33
185856,5638,7/13/20 15:33,7/13/20 15:35
185856,5640,7/13/20 15:34,7/13/20 15:36
185856,6030,7/13/20 15:35,7/13/20 15:36
185856,6029,7/13/20 15:36,7/13/20 15:37
185856,5910,7/13/20 15:37,7/13/20 15:39
185856,5909,7/13/20 15:39,7/13/20 15:40
185856,6045,7/13/20 15:40,7/13/20 15:41
185856,5784,7/13/20 15:41,7/13/20 15:42
185856,5783,7/13/20 15:42,7/13/20 15:45
185856,6036,7/13/20 15:46,7/13/20 16:01
185856,6037,7/13/20 15:47,7/13/20 15:48
185856,6046,7/13/20 16:01,7/13/20 16:02
185856,5848,7/13/20 16:02,7/13/20 16:03
185856,6034,7/13/20 16:03,7/13/20 16:04
185856,5854,7/13/20 16:04,7/13/20 16:05
185856,5847,7/13/20 16:05,7/13/20 16:07
185856,4694,7/13/20 16:10,7/13/20 16:11
185856,4695,7/13/20 16:11,7/13/20 16:11
185856,6003,7/13/20 16:12,7/13/20 16:13
185856,6002,7/13/20 16:13,7/13/20 16:14
185856,5776,7/13/20 16:15,7/13/20 16:15
185856,4693,7/13/20 16:15,7/13/20 16:16
185856,6033,7/13/20 16:16,7/13/20 16:17
185856,5823,7/13/20 16:17,7/13/20 16:18
185856,5904,7/13/20 16:18,7/13/20 16:19
185856,4900,7/13/20 16:19,7/13/20 16:20
185856,5544,7/13/20 16:21,7/13/20 16:21
185856,5545,7/13/20 16:22,7/13/20 16:22
185856,6047,7/13/20 16:22,7/13/20 16:25
185856,6048,7/13/20 16:25,7/13/20 16:26
185856,5548,7/13/20 16:26,7/13/20 16:27
185856,5925,7/13/20 16:27,7/13/20 16:27
185856,5521,7/13/20 16:28,7/13/20 16:28
185856,5445,7/13/20 16:29,7/13/20 16:29
185856,5446,7/13/20 16:29,7/13/20 16:30
185856,5070,7/13/20 16:30,7/13/20 16:32
185856,5391,7/13/20 16:38,7/13/20 16:38
185856,5392,7/13/20 16:39,7/13/20 16:39
185856,5481,7/13/20 16:39,7/13/20 16:40
185856,5393,7/13/20 16:40,7/13/20 16:41
185856,6005,7/13/20 16:41,7/13/20 16:42
185856,6008,7/13/20 16:42,7/13/20 16:44
185856,6024,7/13/20 16:45,7/13/20 16:46
185856,6023,7/13/20 16:46,7/13/20 16:49
185856,6025,7/13/20 16:49,7/13/20 16:50
185856,6026,7/13/20 16:50,7/13/20 16:51
185856,5746,7/13/20 16:52,7/13/20 16:53
185856,5749,7/13/20 16:53,7/13/20 17:01
185856,6041,7/13/20 17:04,7/13/20 17:06
185856,6040,7/13/20 17:06,7/13/20 17:07
185856,6035,7/13/20 17:07,7/13/20 17:08
185856,3828,7/13/20 17:08,7/13/20 17:09
185856,3825,7/13/20 17:09,7/13/20 17:10
185856,3534,7/13/20 17:10,7/13/20 17:11
185856,3530,7/13/20 17:11,7/13/20 17:11
185856,6043,7/13/20 17:12,7/13/20 17:12
185856,6042,7/13/20 17:13,7/13/20 17:13
185856,5931,7/13/20 17:13,7/13/20 17:15
185856,5712,7/13/20 17:15,7/13/20 17:18
185856,5711,7/13/20 17:18,7/13/20 17:18
185856,5989,7/13/20 17:18,7/13/20 17:20
185856,5930,7/13/20 17:20,7/13/20 17:20
185856,5998,7/13/20 17:27,7/13/20 17:28
185856,5997,7/13/20 17:28,7/13/20 17:30
185856,5996,7/13/20 17:30,7/13/20 17:31
185856,5995,7/13/20 17:31,7/13/20 17:32
185856,5994,7/13/20 17:32,7/13/20 17:33
185856,5891,7/13/20 17:33,7/13/20 17:34
185856,5890,7/13/20 17:34,7/13/20 17:34
185856,5836,7/13/20 17:35,7/13/20 17:35
185856,5835,7/13/20 17:35,7/13/20 17:35
185856,5834,7/13/20 17:36,7/13/20 17:36
185856,5919,7/13/20 17:36,7/13/20 17:37
185856,5962,7/13/20 17:37,7/13/20 17:38
185856,5972,7/13/20 17:38,7/13/20 17:38
185856,5971,7/13/20 17:39,7/13/20 17:40
185856,5987,7/13/20 17:40,7/13/20 17:41
185856,3920,7/13/20 17:42,7/13/20 17:44
185856,5601,7/13/20 17:45,7/13/20 17:48
1881,3900,7/13/20 17:58,7/13/20 18:17
1881,9034,7/13/20 18:17,7/13/20 18:22
1881,4441,7/13/20 18:22,7/13/20 18:27
1881,5910,7/13/20 18:28,7/13/20 18:30
190916,6003,7/13/20 14:14,7/13/20 14:24
190916,5855,7/13/20 14:24,7/13/20 14:25
190916,6010,7/13/20 14:25,7/13/20 14:31
190916,6005,7/13/20 14:31,7/13/20 14:33
190916,6007,7/13/20 14:33,7/13/20 14:38
190916,6041,7/13/20 14:39,7/13/20 14:41
190916,5885,7/13/20 14:41,7/13/20 14:42
190916,3837,7/13/20 14:42,7/13/20 14:53
190916,3829,7/13/20 14:53,7/13/20 15:06
190916,5087,7/13/20 15:07,7/13/20 15:16
190916,3235,7/13/20 15:16,7/13/20 15:18
190916,5123,7/13/20 15:18,7/13/20 15:19
190916,3898,7/13/20 15:19,7/13/20 15:20
190916,3900,7/13/20 15:21,7/13/20 15:22
190916,6046,7/13/20 15:22,7/13/20 15:23
192436,6047,7/14/20 3:12,7/14/20 3:26
192436,6007,7/14/20 3:26,7/14/20 3:30
192673,5823,7/13/20 18:41,7/13/20 18:42
193025,6024,7/13/20 22:08,7/13/20 22:21
193025,6023,7/13/20 22:21,7/13/20 22:25
193025,6025,7/13/20 22:26,7/13/20 22:30
193025,6026,7/13/20 22:30,7/13/20 22:31
193025,6008,7/13/20 22:32,7/13/20 22:55
193025,6006,7/13/20 22:42,7/13/20 22:45
193025,5550,7/13/20 22:56,7/13/20 22:59
193025,5854,7/13/20 23:00,7/13/20 23:03
193025,5544,7/13/20 23:03,7/13/20 23:04
193025,5879,7/13/20 23:04,7/13/20 23:06
193025,5878,7/13/20 23:07,7/13/20 23:08
193025,6019,7/13/20 23:08,7/13/20 23:09
193025,5837,7/13/20 23:10,7/13/20 23:11
193025,5836,7/13/20 23:12,7/14/20 0:42
193025,6001,7/13/20 23:16,7/13/20 23:35
193025,6002,7/13/20 23:18,7/14/20 0:07
193025,5892,7/13/20 23:24,7/14/20 0:36
193025,5838,7/13/20 23:40,7/14/20 0:27
193025,4694,7/13/20 23:55,7/14/20 0:02
193025,4695,7/14/20 0:02,7/14/20 0:04
193025,6003,7/14/20 0:08,7/14/20 0:16
193025,5776,7/14/20 0:17,7/14/20 0:22
193025,5971,7/14/20 0:27,7/14/20 0:29
193025,5893,7/14/20 0:36,7/14/20 0:39
193025,5894,7/14/20 0:42,7/14/20 0:46
193025,5890,7/14/20 0:48,7/14/20 0:55
193025,6020,7/14/20 0:55,7/14/20 0:58
193025,5979,7/14/20 0:58,7/14/20 1:01
193025,5642,7/14/20 1:02,7/14/20 1:04
193025,6016,7/14/20 1:04,7/14/20 1:05
193025,5902,7/14/20 1:09,7/14/20 1:11
193025,6032,7/14/20 1:11,7/14/20 1:13
19803,4695,7/13/20 19:27,7/13/20 19:29
19874,5412,7/13/20 23:57,7/14/20 0:35
19874,5594,7/14/20 0:36,7/14/20 1:38
19874,6056,7/14/20 1:38,7/14/20 2:31
19874,9034,7/14/20 2:36,7/14/20 2:40
19874,6035,7/14/20 2:40,7/14/20 2:47
19935,5821,7/13/20 16:41,7/13/20 17:11
19935,6014,7/13/20 17:12,7/13/20 17:14
19935,5906,7/13/20 17:15,7/13/20 17:42
19935,5907,7/13/20 17:42,7/13/20 17:50
19935,5908,7/13/20 17:50,7/13/20 18:03
